description,price,rating,review_count,url
New Original Dell 65W 19.5V 3.34A Ac Adapter Charger Power Supply for Dell Latitude E6420 E6430 E6430s E6430U E6440 E6500 E6510 E6520 E6530 E6540 E7240 E7250 E7440 E7450 LA65NM130 HA65NM130,26,4.6 out of 5 stars,"3,004",https://www.amazon.com/Original-Dell-Latitude-LA65NM130-HA65NM130/dp/B0773JVKNM/ref=sr_1_11?dchild=1&keywords=dell+laptop&qid=1619577570&sr=8-11
"2021 Newest Dell Inspiron 3000 Laptop, 15.6 HD LED-Backlit Display, Intel Pentium Gold 5405U Processor, 8GB RAM, 128GB SSD, Online Meeting Ready, Webcam, WiFi, HDMI, Bluetooth, Win10 Home, Black",459,4.3 out of 5 stars,54,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg1_1?ie=UTF8&adId=A04136581YKHR5YKBIESW&url=%2FDell-Inspiron-LED-Backlit-Processor-Bluetooth%2Fdp%2FB08VWYD178%2Fref%3Dsr_1_12_sspa%3Fdchild%3D1%26keywords%3Ddell%2Blaptop%26qid%3D1619577570%26sr%3D8-12-spons%26psc%3D1%26smid%3DA3QR4864ATM9Z9&qualifier=1619577570&id=3613299673304895&widgetName=sp_mtf
"New Dell Original Inspiron Laptop Charger 65W watt 4.5mm tip AC Power Adapter(Power Supply) with Power Cord for Inspiron 13 14 15,3000 5000 7000 Series,5558 5755 3147 7348-2in1 5555 5559,0G6j41 0MGJN",29,4.5 out of 5 stars,"1,517",https://www.amazon.com/Dell-Original-Inspiron-Charger-7348-2in1/dp/B07R8M3VY5/ref=sr_1_13?dchild=1&keywords=dell+laptop&qid=1619577570&sr=8-13
"Latitude 7480 14"" Business Notebook, 14"" HD Anti-Glare, Intel Core i5-6300U 2.4GHz Dual-Core, 16GB DDR4, 256GB Solid State Drive, Webcam, Bluetooth, Windows 10Pro (Renewed)",418,4.3 out of 5 stars,23,https://www.amazon.com/Latitude-7480-Anti-Glare-Dual-Core-Bluetooth/dp/B089B6TCQC/ref=sr_1_14?dchild=1&keywords=dell+laptop&qid=1619577570&sr=8-14
"Dell Latitude E7440 14.1"" Flagship Business Ultrabook Laptop Computer, Intel Core i7-4600U up to 3.3GHz, 8GB RAM, 256GB SSD, Bluetooth 4.0, HDMI, Windows 10 Professional (Renewed)",459,3.9 out of 5 stars,112,https://www.amazon.com/Dell-Latitude-E7440-Professional-Refurbished/dp/B0799HPMFT/ref=sr_1_15?dchild=1&keywords=dell+laptop&qid=1619577570&sr=8-15
"Dell AC Adapter 240 Watt Original FWCRC for Alienware Area-51 M17x / M17-R1 / M17X / M17X-R3; Asus G70 / G70S / G70SG Precision M6400, M6500, M6600",55,4.4 out of 5 stars,175,https://www.amazon.com/adapter-Original-Alienware-Dell-Precision/dp/B00A076OEO/ref=sr_1_16?dchild=1&keywords=dell+laptop&qid=1619577570&sr=8-16
"DELL 2021 Newest inspiron 15 3000 PC Laptop, 15.6"" HD Anti-Glare Non-Touch Display, Intel 2-Core 4205U Processor, 8GB RAM, 128GB PCIe SSD, Webcam, Bluetooth, Win 10",439,4.4 out of 5 stars,6,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg1_1?ie=UTF8&adId=A01046963RCGER1WXMZQ&url=%2Finspiron-Anti-Glare-Non-Touch-Processor-Bluetooth%2Fdp%2FB08TPLQCF4%2Fref%3Dsr_1_17_sspa%3Fdchild%3D1%26keywords%3Ddell%2Blaptop%26qid%3D1619577570%26sr%3D8-17-spons%26psc%3D1%26smid%3DAWC4R9IGPA4LI&qualifier=1619577570&id=3613299673304895&widgetName=sp_mtf
"2021 Newest Dell Inspiron 3000 Laptop, 15.6 HD LED-Backlit Display, Intel Pentium Silver N5030 Processor, 16GB DDR4 RAM, 256GB PCIe Solid State Drive, Online Meeting Ready, Webcam, Win10 Home, Black",529,4.3 out of 5 stars,40,https://www.amazon.com/Dell-Inspiron-LED-Backlit-Display-Processor/dp/B08X1CKDRG/ref=sr_1_18?dchild=1&keywords=dell+laptop&qid=1619577570&sr=8-18
"Dell ChromeBook 11 -Intel Celeron 2955U, 4GB Ram, 16GB SSD, WebCam, HDMI, (11.6 HD Screen 1366x768) (Renewed)",134,4.1 out of 5 stars,"3,696",https://www.amazon.com/Dell-ChromeBook-Celeron-1366x768-Renewed/dp/B0742HZW9B/ref=sr_1_19?dchild=1&keywords=dell+laptop&qid=1619577570&sr=8-19
New Genuine 180W 19.5V 9.23A 74X5J JVF3V DA180PM111 Adapter for Dell Alienware 15 R1 R2; Inspiron One 23xx (2350 2320); Precision 15 7000 (7510) 17 7000 (7710); OptiPlex 3011 AIO; M4600 M4700 M4800,51,4.6 out of 5 stars,235,https://www.amazon.com/DA180PM111-Dell-Alienware-Inspiron-Precision/dp/B077898C1R/ref=sr_1_20?dchild=1&keywords=dell+laptop&qid=1619577570&sr=8-20
"Dell 180W AC Adapter for Precision 7520, Alienware 15 R4, Alienware 17 R5, G7 15 (7588), G3 15 (3579) G3 17 (3779), G5 15 (5587), Inspiron 15 7000 Series (7577), Alienware M15, NDFTY, 450-AGCU, 45G4G",47,4.5 out of 5 stars,163,https://www.amazon.com/Dell-Precision-Alienware-Inspiron-450-AGCU/dp/B07P2NX2D8/ref=sr_1_21?dchild=1&keywords=dell+laptop&qid=1619577570&sr=8-21
"New_Dell Inspiron 15 3000 15.6"" FHD Laptop, AMD Ryzen 5 3450U Processor, 8GB RAM, 512GB SSD, Radeon Vega 8 Graphics, HDMI, SD Card Reader, WiFi, Bluetooth, Camera, Win 10, 1-W Shoxlab Tech Support…",559,4.4 out of 5 stars,31,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_btf_aps_sr_pg1_1?ie=UTF8&adId=A02038821Q3O4PNU374JR&url=%2FNew_Dell-Inspiron-Processor-Graphics-Bluetooth%2Fdp%2FB08Z1ZG2TB%2Fref%3Dsr_1_22_sspa%3Fdchild%3D1%26keywords%3Ddell%2Blaptop%26qid%3D1619577570%26sr%3D8-22-spons%26psc%3D1%26smid%3DA2GY4BFUD7Z7CM&qualifier=1619577570&id=3613299673304895&widgetName=sp_btf
"2021 Newest Dell Inspiron 3000 Laptop, 15.6 HD LED-Backlit Display, Intel Celeron Processor N4020, 16GB DDR4 RAM, 1TB Hard Disk Drive, Online Meeting Ready, Webcam, WiFi, HDMI, Win10 Home, Black",519,4.4 out of 5 stars,136,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_aps_sr_pg2_1?ie=UTF8&adId=A01493421O5Z17B2Y78YW&url=%2FDell-Inspiron-LED-Backlit-Display-Processor%2Fdp%2FB08X1KKFKP%2Fref%3Dsr_1_17_sspa%3Fdchild%3D1%26keywords%3Ddell%2Blaptop%26qid%3D1619577577%26sr%3D8-17-spons%26psc%3D1%26smid%3DA3QR4864ATM9Z9&qualifier=1619577577&id=2290492140177168&widgetName=sp_atf_next
"2021 Newest Dell Inspiron 3000 Laptop, 15.6 HD Display, Intel Pentium Gold 5405U Processor, 16GB RAM, 1TB SSD, Online Meeting Ready, Webcam, WiFi, HDMI, Bluetooth, Win10 Home, Black",619,4.3 out of 5 stars,54,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_aps_sr_pg2_1?ie=UTF8&adId=A00865271TK04H5OA59XJ&url=%2FDell-Inspiron-Display-Processor-Bluetooth%2Fdp%2FB08VY8B6YL%2Fref%3Dsr_1_18_sspa%3Fdchild%3D1%26keywords%3Ddell%2Blaptop%26qid%3D1619577577%26sr%3D8-18-spons%26psc%3D1%26smid%3DA3QR4864ATM9Z9&qualifier=1619577577&id=2290492140177168&widgetName=sp_atf_next
"Dell Inspiron 15 5502, 15.6 inch FHD Thin & Light Laptop - Intel Core i5-1135G7, 8GB 3200MHz DDR4 RAM, 512GB SSD, Iris Xe Graphics, Windows 10 Home - Silver (Latest Model)",696,4.4 out of 5 stars,75,https://www.amazon.com/Dell-Inspiron-5502-Light-Laptop/dp/B08MKXTMK5/ref=sr_1_19?dchild=1&keywords=dell+laptop&qid=1619577577&sr=8-19
"Dell Inspiron 14 5406 2 in 1 Convertible Laptop, 14-inch FHD Touchscreen Laptop - Intel Core i7-1165G7, 12GB 3200MHz DDR4 RAM, 512GB SSD, Iris Xe Graphics, Windows 10 Home - Titan Grey (Latest Model)",929,4.3 out of 5 stars,75,https://www.amazon.com/Dell-Inspiron-Convertible-14-inch-Touchscreen/dp/B08LKC97BL/ref=sr_1_20?dchild=1&keywords=dell+laptop&qid=1619577577&sr=8-20
"Dell Inspiron 11 3195, 2 in 1, 7th Gen AMD A9-9420e W/ Radeon R5 Graphics, 4GB DDR4 2666MHz RAM, 64GB HD, 11.6"" HD (1366 X 768) LED-Backlit Touch Display (i3195-A525GRY-PUS)",285,4.0 out of 5 stars,338,https://www.amazon.com/Dell-Inspiron-A9-9420e-Graphics-LED-Backlit/dp/B07S37WHS5/ref=sr_1_21?dchild=1&keywords=dell+laptop&qid=1619577577&sr=8-21
Dell Inspiron 90W 15R 15Z Charger AC Adapter,39,4.6 out of 5 stars,167,https://www.amazon.com/Dell-Inspiron-90W-Charger-Adapter/dp/B00I8QKHWE/ref=sr_1_22?dchild=1&keywords=dell+laptop&qid=1619577577&sr=8-22
Dell Inspiron 45W Laptop Charger Adapter Power Cord for Inspiron 15 3551 3552 3558 3559 5551 5552 5555 5558 5559 5565 5567 5568 5578 7558 7568 7569 7579; Inspiron 17 5755 5758 5759; XPS 11 12 13,23,4.5 out of 5 stars,"2,276",https://www.amazon.com/Dell-Inspiron-Laptop-Charger-Adapter/dp/B01M9ISOHV/ref=sr_1_23?dchild=1&keywords=dell+laptop&qid=1619577577&sr=8-23
"Dell Inspiron 15 5000 Series 5502 Laptop i7-1165G7 Processor, 8GB, 1x8GB, 256GB M.2 PCIe NVMe Solid State Drive, 15.6-inch FHD (1920 x 1080) Anti-Glare LED Backlight Non-Touch Display",714,4.5 out of 5 stars,44,https://www.amazon.com/Dell-5502-i7-1165G7-Processor-Anti-Glare/dp/B08NH5R398/ref=sr_1_24?dchild=1&keywords=dell+laptop&qid=1619577577&sr=8-24
"Dell USB DVD Drive-DW316 , Black",38,4.6 out of 5 stars,"7,465",https://www.amazon.com/Dell-DW316-USB-DVD-Drive-DW316/dp/B00VWVZ0V0/ref=sr_1_25?dchild=1&keywords=dell+laptop&qid=1619577577&sr=8-25
Dell Laptop Charger 65W watt AC Power Adapter(Power Supply) 19.5V 3.34A for Dell Latitude E5440 E5470 7480 E6540 E7440 E7450 E7250 E6440 E6430 7490 7290 5490 5590 5290,26,4.7 out of 5 stars,"1,219",https://www.amazon.com/Dell-Laptop-Charger-Adapter-Latitude/dp/B07Q3YDR1C/ref=sr_1_26?dchild=1&keywords=dell+laptop&qid=1619577577&sr=8-26
"MEOOEM Laptop Stand, Portable Bamboo Notebook Holder for Desk, Wooden Laptop Riser Compatible with MacBook, Dell, Lenovo, HP More 10-17"" Laptops",25,,,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg2_1?ie=UTF8&adId=A05625133SLNZSDM2KWX9&url=%2FMEOOEM-Portable-Notebook-Compatible-MacBook%2Fdp%2FB08TBJGQQ1%2Fref%3Dsr_1_27_sspa%3Fdchild%3D1%26keywords%3Ddell%2Blaptop%26qid%3D1619577577%26sr%3D8-27-spons%26psc%3D1&qualifier=1619577577&id=2290492140177168&widgetName=sp_mtf
"Laptop Stand,SAIJI Adjustable Laptop Stand for Desk, Foldable Ergonomic Aluminum Desktop,Portable Laptop Holder Raiser Computer Tablet Stand Compatible with MacBook HP, Dell, Lenovo 10-15.6'' Black",18,4.5 out of 5 stars,8,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg2_1?ie=UTF8&adId=A02185401MH79BNQBX5T0&url=%2FSAIJI-Adjustable-Foldable-Ergonomic-Compatible%2Fdp%2FB08SW2GMR7%2Fref%3Dsr_1_28_sspa%3Fdchild%3D1%26keywords%3Ddell%2Blaptop%26qid%3D1619577577%26sr%3D8-28-spons%26psc%3D1&qualifier=1619577577&id=2290492140177168&widgetName=sp_mtf
"Dell Laptop Charger Slim 45W watt Power AC Adapter(Power Supply) Include Power Cord for Dell XPS 13 9333 9343 9350 9360 9370,LA45NM131 DA45NM131",35,4.4 out of 5 stars,263,https://www.amazon.com/Dell-Charger-Adapter-LA45NM131-DA45NM131/dp/B07RB2HTB2/ref=sr_1_29?dchild=1&keywords=dell+laptop&qid=1619577577&sr=8-29
Dell Laptop AC Adapter Charger 65 Watt 19.5v 3.34a LA65NS2-01 Compatible with 09RN2C 6TM1C HA65NS5-00 A065R039L 7.4mm Tip,33,4.4 out of 5 stars,827,https://www.amazon.com/Dell-LA65NS2-01-Compatible-HA65NS5-00-A065R039L/dp/B00B3BVRHK/ref=sr_1_30?dchild=1&keywords=dell+laptop&qid=1619577577&sr=8-30
"Dell Inspiron 15 3502 Intel(R) Celeron(R) Processor N4020 Processor 128GB Solid State Drive 4GB, 1x4GB, DDR4 15.6-inch HD (1366 x 768) Anti-Glare LED-Backlit Non-Touch Narrow Border Displa",319,4.7 out of 5 stars,4,https://www.amazon.com/Dell-3502-Processor-Anti-Glare-LED-Backlit/dp/B08WKX53DV/ref=sr_1_31?dchild=1&keywords=dell+laptop&qid=1619577577&sr=8-31
Dell 130W Watt PA-4E AC DC 19.5V Power Adapter Battery Charger Brick with Cord,32,4.6 out of 5 stars,"1,324",https://www.amazon.com/Dell-PA-4E-Adapter-Battery-Charger/dp/B00CKYGN3W/ref=sr_1_32?dchild=1&keywords=dell+laptop&qid=1619577577&sr=8-32
Dell Professional Briefcase 15,29,4.7 out of 5 stars,"1,077",https://www.amazon.com/Dell-NJ7W7-Professional-Briefcase-15/dp/B01MSZGLYI/ref=sr_1_33?dchild=1&keywords=dell+laptop&qid=1619577577&sr=8-33
"Dell Chromebook 3120 Intel celeron n2840 2.16Hgz, 16GB Storage 4gb Ram (Renewed)",134,4.2 out of 5 stars,"3,049",https://www.amazon.com/Dell-Chromebook-celeron-Certified-Refurbished/dp/B07HMJY8NR/ref=sr_1_34?dchild=1&keywords=dell+laptop&qid=1619577577&sr=8-34
New Dell Original Laptop Charger 45W watt USB Type C (USB-C) AC Power Adapter - Dell XPS,32,4.4 out of 5 stars,51,https://www.amazon.com/Dell-Original-Laptop-Charger-Adapter/dp/B07SN28DJF/ref=sr_1_35?dchild=1&keywords=dell+laptop&qid=1619577577&sr=8-35
Dell Latitude 7480 14in FHD Laptop PC - Intel Core i7-6600U 2.6GHz 16GB 512GB SSD Windows 10 Professional (Renewed),569,4.2 out of 5 stars,55,https://www.amazon.com/Dell-Latitude-7480-FHD-Laptop/dp/B077T4MYJY/ref=sr_1_36?dchild=1&keywords=dell+laptop&qid=1619577577&sr=8-36
"New_Dell Inspiron 15 3000 Laptop Computer, 15.6"" HD Display w/ Webcam, Intel Pentium Gold 5405U, 4GB RAM, 128GB SSD, USB 3.1, Media Card Reader, Bluetooth, HDMI, Win 10 w/Shoxlab 32GB USB Flash Drive",449,4.4 out of 5 stars,31,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_btf_aps_sr_pg2_1?ie=UTF8&adId=A03090771KB7P5DUUH0MD&url=%2FNew_Dell-Inspiron-Computer-Display-Bluetooth%2Fdp%2FB08KTP6NRY%2Fref%3Dsr_1_37_sspa%3Fdchild%3D1%26keywords%3Ddell%2Blaptop%26qid%3D1619577577%26sr%3D8-37-spons%26psc%3D1&qualifier=1619577577&id=2290492140177168&widgetName=sp_btf
"New_Dell Inspiron FHD 15.6 Inch Laptop Student Business Computer, AMD Ryzen 5 (Beat Intel Core i5 8265u), 8GB RAM, 512GB SSD, HDMI, WiFi, Bluetooth, Win 10, 1-Week AimCare Sup.",549,5.0 out of 5 stars,3,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_btf_aps_sr_pg2_1?ie=UTF8&adId=A06470952SWOQWXEF71BJ&url=%2FNew_Dell-Inspiron-Business-Bluetooth-AimCare%2Fdp%2FB08Z4JBM13%2Fref%3Dsr_1_38_sspa%3Fdchild%3D1%26keywords%3Ddell%2Blaptop%26qid%3D1619577577%26sr%3D8-38-spons%26psc%3D1%26smid%3DA1N4MWNMFEI97L&qualifier=1619577577&id=2290492140177168&widgetName=sp_btf
"Laptop Stand,SAIJI Adjustable Laptop Stand for Desk, Foldable Ergonomic Aluminum Desktop,Portable Laptop Holder Raiser Computer Tablet Stand Compatible with MacBook HP, Dell, Lenovo 10-15.6'' Silver",18,4.5 out of 5 stars,8,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_aps_sr_pg3_1?ie=UTF8&adId=A0218416249QS14KFPPHC&url=%2FSAIJI-Adjustable-Foldable-Ergonomic-Compatible%2Fdp%2FB08SW5VRTK%2Fref%3Dsr_1_33_sspa%3Fdchild%3D1%26keywords%3Ddell%2Blaptop%26qid%3D1619577586%26sr%3D8-33-spons%26psc%3D1&qualifier=1619577586&id=2274543107566042&widgetName=sp_atf_next
"Laptop Stand, Aluminum Laptop with 6 Levels Height Adjustment Foldable Portable Notebook Stand, Hollow Out Heat Dissipation,Compatible with Mac, Dell,HP More 10-14” Laptops and Tablets",12,,,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_aps_sr_pg3_1?ie=UTF8&adId=A0266374B27DWYRQVSHX&url=%2FAluminum-Adjustment-Foldable-Dissipation-Compatible%2Fdp%2FB08TGRB1YW%2Fref%3Dsr_1_34_sspa%3Fdchild%3D1%26keywords%3Ddell%2Blaptop%26qid%3D1619577586%26sr%3D8-34-spons%26psc%3D1&qualifier=1619577586&id=2274543107566042&widgetName=sp_atf_next
"Dell Latitude 5404 Rugged 14 inches Laptop, Core i5-4310U 2.0GHz, 8GB Ram, 512GB SSD, DVDRW, Windows 10 Pro 64bit (Renewed)",845,5.0 out of 5 stars,6,https://www.amazon.com/Dell-Latitude-i5-4310U-Certified-Refurbished/dp/B07HCNCND2/ref=sr_1_35?dchild=1&keywords=dell+laptop&qid=1619577586&sr=8-35
"Dell Chromebook 11 Laptop Computer CB1C13, 11.6in High Definition Display, Intel Dual-Core Processor, 16GB Solid State Drive, 8GB USB Flash Drive, Chrome OS, WiFi (Renewed)",167,4.2 out of 5 stars,576,https://www.amazon.com/Dell-Chromebook-CB1C13-Definition-Dual-Core/dp/B084YQ7BFZ/ref=sr_1_36?dchild=1&keywords=dell+laptop&qid=1619577586&sr=8-36
"2020 Newest Dell Inspiron 11 3195 2-in-1 11.6 Inch Touchscreen Laptop (AMD A9-9420e up to 2.7GHz, 4GB DDR4 RAM, 128GB SSD, AMD Radeon R5, WiFi, Bluetooth, HDMI, Windows 10)",329,3.9 out of 5 stars,120,https://www.amazon.com/Dell-Inspiron-Touchscreen-A9-9420e-Bluetooth/dp/B07Y5P8L5Y/ref=sr_1_37?dchild=1&keywords=dell+laptop&qid=1619577586&sr=8-37
Genuine Dell 130W(watt) Tip 4.5mm Slim Power AC Adapter for dell XPS 15 9530 9550 9560 9570/Precision M3800 5510 5520 5530 Laptop Charger (HA130PM130/DA130PM130) Power Supply,58,4.6 out of 5 stars,253,https://www.amazon.com/Genuine-Dell-Precision-HA130PM130-DA130PM130/dp/B07RM5XWQ2/ref=sr_1_38?dchild=1&keywords=dell+laptop&qid=1619577586&sr=8-38
Dell 65 Watt AC Adapter for Dell,27,4.5 out of 5 stars,649,https://www.amazon.com/Dell-65-Watt-AC-Adapter/dp/B0163TTCL4/ref=sr_1_39?dchild=1&keywords=dell+laptop&qid=1619577586&sr=8-39
"New Genuine OEM Dell 90W New Design Replacement AC Adapter for Dell Latitude E6430 ATG, Dell Latitude E6430s, Dell Latitude E6440, Dell Latitude E6530, Dell Latitude E7240, Dell Latitude E7440, Dell L",43,4.7 out of 5 stars,135,https://www.amazon.com/Genuine-Dell-Replacement-Adapter-Latitude/dp/B0778NRFW3/ref=sr_1_40?dchild=1&keywords=dell+laptop&qid=1619577586&sr=8-40
"Dell Latitude E5470 14 inches HD Laptop, Core i3-6100U 2.3GHz, 8GB, 500GBHard Drive , Windows 10 Pro 64Bit (Renewed)",275,3.8 out of 5 stars,14,https://www.amazon.com/Dell-Latitude-i3-6100U-500GBHard-Windows/dp/B07WFQTPYH/ref=sr_1_41?dchild=1&keywords=dell+laptop&qid=1619577586&sr=8-41
Dell USB 3.0 Ultra HD/4K Triple Display Docking Station (D3100) (Renewed),103,4.3 out of 5 stars,319,https://www.amazon.com/Dell-Display-Docking-Certified-Refurbished/dp/B07B8BHMXN/ref=sr_1_42?dchild=1&keywords=dell+laptop&qid=1619577586&sr=8-42
"Adjustable Laptop Stand, Anivia Foldable Ergonomic Aluminum Laptop Stand Holder with Heat-Vent, Laptop Riser Compatible with MacBook Air Pro, HP, Dell,Lenovo, All Notebook 10-17 Inches (Silver)",34,,,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg3_1?ie=UTF8&adId=A02379342VM7PLVAO0RYN&url=%2FAdjustable-Anivia-Ergonomic-Heat-Vent-Compatible%2Fdp%2FB08XMDFHYR%2Fref%3Dsr_1_43_sspa%3Fdchild%3D1%26keywords%3Ddell%2Blaptop%26qid%3D1619577586%26sr%3D8-43-spons%26psc%3D1&qualifier=1619577586&id=2274543107566042&widgetName=sp_mtf
"Laptop Stand, Clubyo Portable Foldable Aluminum Computer Holder, 6-Level Angel Adjustable Height, Compatible with MacBook Air, Pro, Lenovo, Thinkpad, Dell, HP, Acer, ASUS 10-15.6"" Notebook, Silver",20,5.0 out of 5 stars,3,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg3_1?ie=UTF8&adId=A06584372MBZEQSXGMPQ0&url=%2FPortable-Foldable-Aluminum-Adjustable-Compatible%2Fdp%2FB08TWMRGJV%2Fref%3Dsr_1_44_sspa%3Fdchild%3D1%26keywords%3Ddell%2Blaptop%26qid%3D1619577586%26sr%3D8-44-spons%26psc%3D1&qualifier=1619577586&id=2274543107566042&widgetName=sp_mtf
Dell Inspiron I3505 AMD Ryzen 5 12GB RAM 256GB SSD 1TB HDD 15.6-inch FHD Touch LED Win 10 Home S Mode Laptop,619,5.0 out of 5 stars,1,https://www.amazon.com/Dell-Inspiron-I3505-15-6-inch-Laptop/dp/B08PV2K851/ref=sr_1_45?dchild=1&keywords=dell+laptop&qid=1619577586&sr=8-45
